categories,name,kkal,belki,fat,ugl
Овощи и зелень,Огурец парниковый,10,0.7,0.0,1.8
Овощи и зелень,Перец сладкий красный,27,1.3,0.0,5.3
Овощи и зелень,Баклажаны 4 сезона нарезанные,27,1.3,0.1,5.2
Овощи и зелень,Чечевица Агро-Альянс Элитная,360,28.0,1.9,57.6
Овощи и зелень,Свекла квашеная,32,1.3,0.0,6.0
Овощи и зелень,Морковь консервированная,23,0.6,0.1,3.6
Овощи и зелень,Чеснок (стрелки),24,1.3,0.1,3.4
Овощи и зелень,Баклажанная икра консервированная,148,1.7,13.3,5.1
Овощи и зелень,Овощная смесь Hortex лечо,22,1.1,0.3,3.0
Овощи и зелень,Топинамбур,61,2.1,0.1,12.8
Овощи и зелень,Чайот (Мексиканский огурец),19,0.8,0.1,2.8
Овощи и зелень,Момордика (Индийский огурец),15,0.8,0.1,3.0
Овощи и зелень,Картофельное пюре,106,2.5,4.2,14.7
Овощи и зелень,Лук репчатый сушеный,219,8.4,2.8,42.6
Овощи и зелень,Горошек зелёный Hortex,83,6.4,0.4,10.5
Овощи и зелень,Кукуруза 4 сезона сладкая в зёрнах,238,11.4,4.2,38.6
Овощи и зелень,Овощная смесь Hortex рагу,19,1.3,0.2,2.3
Овощи и зелень,Нут Ярмарка Платинум,320,20.1,4.3,55.1
Овощи и зелень,Овощная смесь Бондюэль Мексиканская,72,3.6,0.7,12.7
Овощи и зелень,Горох маш (ростки),30,3.1,0.2,6.0
Овощи и зелень,Пастушья сумка,29,0.7,0.1,5.2
Овощи и зелень,Скорцонера,17,1.0,1.0,1.0
Овощи и зелень,Чечевица красная,314,21.6,1.1,48.0
Овощи и зелень,Кипрей (Иван-чай) сушеный,150,4.6,1.8,31.6
Овощи и зелень,Овощи для жарки Hortex с приправой по-итальянски,47,2.4,0.5,6.7
Овощи и зелень,Овощная смесь 4 сезона Столичный салат,57,1.8,0.2,12.1
Овощи и зелень,Петрушка (корень),49,1.5,0.6,10.1
Овощи и зелень,Кинза,23,2.1,0.5,1.9
Овощи и зелень,Морковь пассерованная,127,0.9,10.2,8.5
Овощи и зелень,Соя,381,34.9,17.3,17.3
Овощи и зелень,Нут,364,19.0,6.0,61.0
Овощи и зелень,Шпинат 4 сезона листья порционные,22,3.0,0.2,5.4
Овощи и зелень,Маслины,166,2.2,10.5,5.1
Овощи и зелень,Фасоль стручковая консервированная,16,1.2,0.1,2.4
Овощи и зелень,Фенхель,31,1.2,0.2,7.3
Овощи и зелень,Капуста квашеная,19,1.8,0.1,4.4
Овощи и зелень,Фасоль красная,93,8.4,0.3,13.7
Овощи и зелень,Салаты Белая Дача Тоскана,17,1.5,0.2,2.3
Овощи и зелень,Листья амаранта,23,2.5,0.3,4.0
Овощи и зелень,Овощная смесь Бондюэль для жарки Индонезийская,38,1.8,0.0,7.8
Овощи и зелень,Овощная смесь 4 сезона Грибы с картошкой,40,2.0,0.5,7.4
Овощи и зелень,Свекольная ботва,17,2.1,0.5,5.5
Овощи и зелень,Овощи для жарки Hortex с рисом и шампиньонами,60,2.8,0.4,10.0
Овощи и зелень,Соя (ростки),141,13.1,6.7,9.6
Овощи и зелень,Горошек зелёный Бондюэль Нежный,66,5.0,0.3,10.7
Овощи и зелень,Овощная смесь 4 сезона Мексиканская,87,3.4,0.9,16.4
Овощи и зелень,Лук душистый джусай,41,1.4,0.2,8.2
Овощи и зелень,Кукуруза Бондюэль сладкая в зёрнах,93,3.3,2.3,14.7
Овощи и зелень,Баклажанная икра свежая,90,0.6,7.0,6.0
Овощи и зелень,Огурцы Бондюэль маринованные 6-9 см,20,1.0,0.2,3.5
Овощи и зелень,Фасоль лимская,113,6.8,0.9,15.3
Овощи и зелень,Портулак,17,1.3,0.1,3.4
Овощи и зелень,Капуста брокколи Бондюэль замороженная,23,2.7,0.1,4.9
Овощи и зелень,Морковные палочки,29,1.0,0.0,6.0
Овощи и зелень,Ростки фасоли Бондюэль Мунго,14,1.5,0.1,1.8
Овощи и зелень,Овощная смесь 4 сезона Овощное рагу,38,0.5,0.1,3.8
Овощи и зелень,Лук порей,33,2.0,0.0,8.2
Овощи и зелень,Салат Радичио,20,1.5,0.2,3.3
Овощи и зелень,Овощная смесь Hortex картофель по-деревенски,34,1.3,0.3,5.5
Овощи и зелень,Салат Афицион,14,1.5,0.2,2.2
Овощи и зелень,Цуккини,16,1.5,0.2,3.0
Овощи и зелень,Расторопша пятнистая сухая,396,24.0,10.0,52.5
Овощи и зелень,Томат солёный,13,1.1,0.1,1.6
Овощи и зелень,Кабачок,24,0.6,0.3,4.6
Овощи и зелень,Горошек зелёный,73,5.0,0.2,13.8
Овощи и зелень,Тыква баттернат,45,1.0,0.1,9.7
Овощи и зелень,Картофель,80,2.0,0.4,18.1
Овощи и зелень,Тыква жареная,76,1.4,5.5,5.2
Овощи и зелень,Картофель фиолетовый,72,2.0,0.4,16.0
Овощи и зелень,Брюква тушеная,114,1.2,8.5,8.6
Овощи и зелень,Свекла варёная,49,1.8,0.0,10.8
Овощи и зелень,Фасоль чёрная,132,8.9,0.5,23.7
Овощи и зелень,Листья хрена,64,9.4,1.4,6.2
Овощи и зелень,Морковная ботва,35,0.6,0.1,5.3
Овощи и зелень,Бобы зелёные,60,6.0,0.1,10.5
Овощи и зелень,Капуста пекинская,16,1.2,0.2,2.0
Овощи и зелень,Капуста кале,50,3.3,0.7,8.0
Овощи и зелень,Тыква маринованная,42,0.6,0.1,8.9
Овощи и зелень,Мелотрия (Африканский огурец),14,0.8,0.1,2.5
Овощи и зелень,Бамбук побеги сырые,27,2.6,0.3,3.0
Овощи и зелень,Хрен,56,3.2,0.4,10.5
Овощи и зелень,Капуста краснокочанная,24,0.8,0.0,7.6
Овощи и зелень,Капуста цветная консервированная,28,2.5,0.3,4.2
Овощи и зелень,Свекла тушеная,106,2.7,5.5,12.2
Овощи и зелень,Огурец китайский,14,0.8,0.1,2.5
Овощи и зелень,Огурец консервированный,16,2.8,0.0,1.3
Овощи и зелень,Овощная смесь Бондюэль для жарки Гавайская,91,3.0,0.5,22.7
Овощи и зелень,Фасоль спаржевая,47,2.8,0.4,8.4
Овощи и зелень,Патиссон консервированный,18,3.9,0.0,2.0
Овощи и зелень,Фасоль Бондюэль красная с кукурузой в мексиканском соусе,120,4.6,3.1,18.3
Овощи и зелень,Мангольд,19,1.8,0.2,3.7
Овощи и зелень,Купырь (кервель),45,3.2,0.3,7.3
Овощи и зелень,Листья вишни,1,0.0,0.0,0.1
Овощи и зелень,Овощная смесь Бондюэль Китайская,19,1.3,0.2,3.2
Овощи и зелень,Колоказия съедобная,112,1.5,0.2,26.5
Овощи и зелень,Горох Пассим,299,23.0,1.6,48.1
Овощи и зелень,Капуста брокколи замороженная,24,2.7,0.4,4.7
Овощи и зелень,Баклажаны 4 сезона запечённые порционные,48,2.1,0.2,8.9
Овощи и зелень,Чеснок чёрный,149,6.5,0.5,29.9
Овощи и зелень,Овощная смесь 4 сезона Грибное жаркое с гречкой,85,4.3,0.9,15.9
Овощи и зелень,Чеснок маринованный,42,1.8,0.1,9.1
Овощи и зелень,Овощи для жарки Hortex с приправой по-восточному,37,2.2,0.3,4.5
Овощи и зелень,Картофель жареный,192,2.8,9.5,23.4
Овощи и зелень,Оливки Бондюэль с косточкой / без косточки,160,1.4,18.2,5.1
Овощи и зелень,Томат маринованный,15,1.7,0.2,1.8
Овощи и зелень,Томат (помидор),20,0.6,0.2,4.2
Овощи и зелень,Салат Романо,17,1.8,1.1,2.7
Овощи и зелень,Овощная смесь Hortex vip,39,1.9,0.4,5.4
Овощи и зелень,Кабачки 4 сезона нарезанные,26,0.6,0.3,5.3
Овощи и зелень,Салаты Белая Дача Ассорти,19,1.4,0.2,3.1
Овощи и зелень,Каперсы консервированные,24,2.4,0.9,1.7
Овощи и зелень,Капуста белокочанная жареная,49,1.8,2.8,4.2
Овощи и зелень,Морковь Бондюэль молодая целая,27,0.8,0.5,5.0
Овощи и зелень,Горошек зелёный Бондюэль с молодой морковью,54,3.3,0.5,9.3
Овощи и зелень,Салаты Белая Дача Vita Mix,17,1.5,0.2,2.3
Овощи и зелень,Овощи для жарки Hortex с укропом,61,2.2,1.5,8.4
Овощи и зелень,Дайкон,21,1.2,0.0,4.1
Овощи и зелень,Перец сладкий маринованный,25,1.3,0.1,4.9
Овощи и зелень,Бамбук побеги консервированные,19,1.7,0.4,1.8
Овощи и зелень,Капуста романеско Бондюэль,25,2.9,0.5,2.2
Овощи и зелень,Капуста брюссельская Hortex,46,4.5,0.5,3.2
Овощи и зелень,Овощная смесь 4 сезона Итальянская,114,5.4,0.9,22.0
Овощи и зелень,Сельдерей (корень),32,1.3,0.3,6.5
Овощи и зелень,Капуста консервированная,23,1.3,0.1,3.6
Овощи и зелень,Фасоль Бондюэль коричневая со сладким перцем в соусе Кайен,44,2.6,0.4,7.6
Овощи и зелень,Морковь сушеная,221,7.8,0.6,49.2
Овощи и зелень,Картофельные хлопья,369,7.0,1.1,83.0
Овощи и зелень,Овощная смесь Бондюэль Весенняя,35,2.6,0.5,4.5
Овощи и зелень,Салат Оаклиф,16,1.5,0.2,2.0
Овощи и зелень,Салаты Белая Дача Окинава,17,1.5,0.2,2.3
Овощи и зелень,Чеснок,143,6.5,0.5,29.9
Овощи и зелень,Горох сушёный,298,20.5,2.0,53.3
Овощи и зелень,Кукуруза мини,114,3.1,1.6,21.8
Овощи и зелень,Спаржа,20,1.9,0.1,3.1
Овощи и зелень,Артишок,28,1.2,0.1,6.0
Овощи и зелень,Фасоль 4 сезона зелёная стручковая нарезанная,28,3.1,0.3,3.1
Овощи и зелень,Крапива,33,2.6,0.3,5.2
Овощи и зелень,Овощная смесь 4 сезона Овощи по-деревенски,141,5.4,1.7,26.1
Овощи и зелень,Салаты Белая Дача Молодой шпинат,17,1.5,0.2,2.3
Овощи и зелень,Лебеда садовая сушеная,368,14.1,6.1,64.2
Овощи и зелень,Листья карри,203,16.8,8.3,17.5
Овощи и зелень,Бамия 4 сезона,23,0.2,0.1,8.0
Овощи и зелень,Шпинат Бондюэль в листьях,30,3.6,0.5,2.7
Овощи и зелень,Капуста брюссельская 4 сезона,36,4.8,0.3,3.1
Овощи и зелень,Баклажан консервированный,49,0.9,0.7,7.3
Овощи и зелень,Укроп,38,2.5,0.5,6.3
Овощи и зелень,Фасоль Бондюэль белая консервированная,99,6.7,0.3,17.4
Овощи и зелень,Редис,19,1.2,0.1,3.4
Овощи и зелень,Лук зелёный,19,1.3,0.0,4.6
Овощи и зелень,Овощная смесь 4 сезона Паприкаш,51,3.5,0.1,8.9
Овощи и зелень,Чечевица (ростки),119,9.0,0.6,22.1
Овощи и зелень,Огурец,15,0.8,0.1,2.8
Овощи и зелень,Салат Фризе,14,1.5,0.0,2.2
Овощи и зелень,Овощная смесь Бондюэль для жарки с рисом и шампиньонами,58,2.5,0.3,14.7
Овощи и зелень,Салат кочанный,14,0.9,0.1,1.8
Овощи и зелень,"Ассорти Бондюэль из цветной капусты, романеско и брокколи",66,1.8,2.7,8.6
Овощи и зелень,Томаты в собственном соку,24,1.2,0.5,3.6
Овощи и зелень,Овощная смесь 4 сезона Калифорния,154,7.6,1.6,42.6
Овощи и зелень,Капуста пак-чой,13,1.5,0.2,2.2
Овощи и зелень,Клекачка колхидская (Джонджоли),23,2.4,0.9,1.7
Овощи и зелень,Мирпуа,38,1.8,0.0,7.8
Овощи и зелень,Арракача,60,0.9,0.1,17.1
Овощи и зелень,Ассорти Бондюэль из сладкого перца,25,1.1,0.2,4.8
Овощи и зелень,Тысячелистник,23,0.4,0.0,5.0
Овощи и зелень,Маслины Бондюэль с косточкой / без косточки,115,0.8,10.7,6.3
Овощи и зелень,Овощная смесь 4 сезона Скандинавская,38,2.8,0.3,5.9
Овощи и зелень,Овощная смесь 4 сезона Летние овощи,47,3.5,0.3,7.5
Овощи и зелень,Пастернак,47,1.4,0.5,9.2
Овощи и зелень,Горох маш Ярмарка Платинум,312,23.5,2.0,50.0
Овощи и зелень,Овощная смесь 4 сезона Гювеч,51,1.4,0.1,5.2
Овощи и зелень,Фасоль белая,102,7.0,0.5,16.9
Овощи и зелень,Огурцы Бондюэль корнишоны маринованные 3-6 см,20,1.0,0.2,3.5
Овощи и зелень,Томат черри,15,0.8,0.1,2.8
Овощи и зелень,Шпинат Hortex размельченный,19,2.3,0.4,0.4
Овощи и зелень,Соя (сухие семена),332,34.9,17.3,26.5
Овощи и зелень,Морковь жёлтая,33,1.3,0.1,7.2
Овощи и зелень,Эдамам,147,13.0,6.2,11.1
Овощи и зелень,Листья винограда,93,5.6,2.1,6.3
Овощи и зелень,Лоби 4 сезона зелёный нарезанный,28,3.1,0.3,3.1
Овощи и зелень,Морковь варёная,25,0.8,0.3,5.0
Овощи и зелень,Физалис,32,1.0,1.0,3.9
Овощи и зелень,Морковный жмых,20,0.6,0.1,4.5
Овощи и зелень,Салаты Белая Дача Аликанте,17,1.5,0.2,2.3
Овощи и зелень,Редька зелёная,32,2.0,0.2,6.5
Овощи и зелень,Бамбук побеги вареные,12,1.5,0.2,0.9
Овощи и зелень,Овощная смесь 4 сезона Китайская,34,2.3,1.2,3.9
Овощи и зелень,Перец мини,27,1.3,0.0,5.7
Овощи и зелень,Картофельное пюре быстрого приготовления сухое,337,10.5,3.8,75.3
Овощи и зелень,Салат Лолло Росса,16,1.5,0.2,2.0
Овощи и зелень,Каперсы маринованные,24,2.4,0.9,1.7
Овощи и зелень,Спаржа Бондюэль зелёная целая,24,0.6,1.3,2.6
Овощи и зелень,Фасоль Бондюэль белая в томатном соусе,106,5.4,0.3,20.3
Овощи и зелень,Горошек зелёный Бондюэль с морковью в кубиках,53,3.0,0.2,10.0
Овощи и зелень,Овощная смесь Бондюэль Царская,20,1.4,0.3,5.1
Овощи и зелень,Капуста брюссельская,43,4.8,0.0,8.0
Овощи и зелень,Каперсы,14,0.8,0.1,2.6
Овощи и зелень,Овощная смесь Hortex кус-кус,34,2.1,0.2,4.6
Овощи и зелень,Свекла Бондюэль в кубиках в кисло-сладком маринаде,30,0.8,0.1,6.5
Овощи и зелень,Чечевица сушёная,284,24.0,1.5,42.7
Овощи и зелень,Фасоль Heinz в томатном соусе,73,4.9,0.2,12.9
Овощи и зелень,Маш-салат,23,1.1,0.0,3.5
Овощи и зелень,Овощная смесь 4 сезона Мусака,40,1.5,0.2,8.1
Овощи и зелень,Картофель 4 сезона по-деревенски,130,2.5,4.0,23.5
Овощи и зелень,Фасоль Бондюэль зелёная резаная,25,1.4,0.2,4.4
Овощи и зелень,Овощная смесь Бондюэль для жарки По-деревенски,65,1.7,4.6,4.4
Овощи и зелень,Капуста белокочанная сушеная,278,15.0,1.4,48.0
Овощи и зелень,Редька белая,21,1.4,0.0,4.1
Овощи и зелень,Горошек зелёный замороженный,72,6.4,0.4,16.3
Овощи и зелень,Салаты Белая Дача Капуста с морковью,27,1.8,0.1,5.2
Овощи и зелень,Салаты Белая Дача Пряная рукола,17,1.5,0.2,2.3
Овощи и зелень,Горох Мистраль Айдахо,317,20.8,1.4,55.2
Овощи и зелень,Шпинат замороженный,24,2.6,0.8,7.2
Овощи и зелень,Капуста брюссельская замороженная,36,4.5,0.5,8.4
Овощи и зелень,Фасоль Бондюэль красная консервированная,99,6.7,0.3,17.4
Овощи и зелень,Овощная смесь 4 сезона Весенние овощи,54,2.9,0.3,10.0
Овощи и зелень,Перец сладкий жёлтый,27,1.3,0.0,5.3
Овощи и зелень,Овощи для жарки Hortex,63,2.1,1.7,8.5
Овощи и зелень,Салаты Белая Дача Party Mix,17,1.5,0.2,2.3
Овощи и зелень,Зелень,36,2.6,0.4,5.2
Овощи и зелень,Кабачок жареный,88,1.1,6.0,6.7
Овощи и зелень,Кукуруза Бондюэль сладкая в зернах в вакуумной упаковке,115,3.9,1.3,22.0
Овощи и зелень,Овощная смесь 4 сезона Паста с лесными грибами,84,0.1,0.9,16.0
Овощи и зелень,Овощная смесь Бондюэль Летняя в сливочном соусе,70,2.0,2.8,9.3
Овощи и зелень,Ревень,13,0.7,0.1,2.5
Овощи и зелень,Салаты Белая Дача Baby Mix,17,1.5,0.2,2.3
Овощи и зелень,Овощная смесь Hortex овощи по-домашнему,28,1.3,0.3,3.9
Овощи и зелень,Томат консервированный,20,1.1,0.1,3.5
Овощи и зелень,Чечевица Бондюэль консервированная,110,8.6,0.6,17.5
Овощи и зелень,Овощная смесь Hortex паприкаш,22,1.3,0.2,2.9
Овощи и зелень,Люцерна,23,0.2,0.7,4.0
Овощи и зелень,Якон,61,2.1,0.1,12.8
Овощи и зелень,Полынь,25,1.5,0.0,5.0
Овощи и зелень,Бедренец камнеломка,,0.0,0.0,0.0
Овощи и зелень,Гулявник лекарственный,21,0.3,0.0,5.0
Овощи и зелень,Стрелолист обыкновенный (Болотник),99,5.3,0.3,20.2
Овощи и зелень,Перец сладкий зелёный,26,1.3,0.0,7.2
Овощи и зелень,Кукуруза Бондюэль золотистая,96,3.2,1.0,18.6
Овощи и зелень,Овощная смесь 4 сезона Восточная,44,2.7,0.4,7.5
Овощи и зелень,Капуста романеско,30,2.5,0.3,4.2
Овощи и зелень,Капуста цветная варёная,29,1.8,0.3,4.0
Овощи и зелень,Фасоль Бондюэль зелёная стручковая замороженная,28,1.9,0.2,7.6
Овощи и зелень,Сельдерей,12,0.9,0.1,2.1
Овощи и зелень,Фасоль стручковая,24,2.0,0.2,3.6
Овощи и зелень,Салат Айсберг,14,0.9,0.1,1.8
Овощи и зелень,Овощная смесь Бондюэль Минестрон,51,1.9,0.7,11.8
Овощи и зелень,Салаты Белая Дача Tango Mix,17,1.5,0.2,2.3
Овощи и зелень,Картофель сладкий (батат),61,2.0,0.0,14.6
Овощи и зелень,Овощная смесь Hortex овощи по-деревенски,44,1.8,0.3,7.3
Овощи и зелень,Овощи,52,3.0,1.0,5.0
Овощи и зелень,Овощная смесь 4 сезона Гавайская,125,3.7,1.2,24.8
Овощи и зелень,Репа,30,1.5,0.1,6.2
Овощи и зелень,Лук маринованный,19,0.9,0.1,2.8
Овощи и зелень,Чеснок (стрелки маринованные),24,1.0,0.0,3.5
Овощи и зелень,Шпинат Бондюэль в листьях порционный,27,3.7,0.5,2.0
Овощи и зелень,Салаты Белая Дача Mens Mix,17,1.5,0.2,2.3
Овощи и зелень,Свекла сушеная,254,9.0,0.6,56.6
Овощи и зелень,Салаты Белая Дача Girls Mix,17,1.5,0.2,2.3
Овощи и зелень,Салаты Белая Дача Олимп,20,1.5,0.2,3.3
Овощи и зелень,Картофель сушеный,298,6.6,0.3,71.6
Овощи и зелень,Капуста брокколи варёная,27,3.0,0.4,4.0
Овощи и зелень,Чеснок молодой маринованный,42,1.8,0.0,9.0
Овощи и зелень,Салаты Белая Дача Афиша Еда,17,1.5,0.2,2.3
Овощи и зелень,Капуста цветная 4 сезона,31,2.5,0.3,4.6
Овощи и зелень,Лечо Бондюэль в томатном соусе замороженное,35,1.3,0.9,5.4
Овощи и зелень,Капуста брокколи 4 сезона,31,2.5,0.3,4.6
Овощи и зелень,Овощная смесь Hortex летние овощи,36,2.6,0.2,4.2
Овощи и зелень,Козлобородник,82,3.3,0.2,15.3
Овощи и зелень,Бамбук листья,32,2.0,0.0,4.0
Овощи и зелень,Перец ратунда,26,1.3,0.1,4.9
Овощи и зелень,Ямс,118,1.5,0.2,23.8
Овощи и зелень,Лук репчатый 4 сезона нарезанный,38,1.2,0.2,8.6
Овощи и зелень,Фасоль пурпурная Кидни Увелка,290,21.0,2.0,47.0
Овощи и зелень,Мелисса лекарственная,49,3.7,0.4,8.0
Овощи и зелень,Салат Мицуна,16,2.0,0.2,1.5
Овощи и зелень,Салаты Белая Дача Нежный корн,17,1.5,0.2,2.3
Овощи и зелень,Картофель молодой,61,2.4,0.4,12.4
Овощи и зелень,Кукуруза сладкая в початках,101,3.5,2.8,15.6
Овощи и зелень,Овощная смесь 4 сезона Сибирская,58,2.6,0.5,10.7
Овощи и зелень,Зразы картофельные от Ильиной с капустой,108,3.3,3.9,15.0
Овощи и зелень,Горошек зелёный консервированный,55,3.6,0.1,9.8
Овощи и зелень,Салат,12,1.2,0.3,1.3
Овощи и зелень,Овощная смесь Бондюэль для жарки Китайская,61,2.5,0.4,11.7
Овощи и зелень,Перец сладкий 4 сезона нарезанный,27,1.3,0.1,5.4
Овощи и зелень,Фасоль Hortex стручковая резаная,31,2.2,0.2,3.3
Овощи и зелень,Салат-коктейль Бондюэль Гавайский маринованный,91,1.7,0.5,20.0
Овощи и зелень,Томаты 4 сезона нарезанные,22,1.1,0.2,3.9
Овощи и зелень,Овощная смесь 4 сезона Овощи для жарки с шампиньонами,39,4.9,1.2,2.1
Овощи и зелень,Салаты Белая Дача Сочный романо,17,1.5,0.2,2.3
Овощи и зелень,Морковь квашеная,26,1.3,0.1,4.5
Овощи и зелень,Салат Батавия,16,1.5,0.2,2.0
Овощи и зелень,Овощная смесь Бондюэль Маседуан,43,2.2,0.3,7.9
Овощи и зелень,Фасоль 4 сезона золотистая стручковая нарезанная,28,3.1,0.3,3.1
Овощи и зелень,Огурец солёный,11,0.8,0.1,1.7
Овощи и зелень,Овощная смесь Hortex весенние овощи,37,2.8,0.3,3.9
Овощи и зелень,Петрушка,47,3.7,0.4,7.6
Овощи и зелень,Спаржа маринованная,15,1.8,0.2,1.5
Овощи и зелень,Фасоль сухая,265,21.1,1.2,41.4
Овощи и зелень,Фасоль Пассим,298,21.0,2.0,47.0
Овощи и зелень,Салаты Белая Дача Пикантный фриссе,17,1.5,0.2,2.3
Овощи и зелень,Капуста брюссельская Бондюэль замороженная,31,4.0,0.5,8.0
Овощи и зелень,Горох маш,300,23.5,2.0,46.0
Овощи и зелень,Шпинат Бондюэль рубленый в галетах,27,2.8,0.7,2.5
Овощи и зелень,Овощная смесь Бондюэль для жарки Полевая,25,2.0,0.4,3.3
Овощи и зелень,Брюква запечённая,51,2.1,1.6,7.5
Овощи и зелень,Хикама,38,0.7,0.1,8.8
Овощи и зелень,Лагенария,15,0.6,0.0,3.4
Орехи и сухофрукты,Семена льна,534,18.3,42.2,28.9
Орехи и сухофрукты,Мак,505,17.5,47.5,2.0
Орехи и сухофрукты,Семечки тыквенные,556,24.5,45.8,4.7
Орехи и сухофрукты,Кокосовый орех,354,3.4,33.5,6.2
Орехи и сухофрукты,Арахис сушеный,611,29.2,50.2,10.8
Орехи и сухофрукты,Орех лещина,653,13.1,62.6,9.3
Орехи и сухофрукты,Цукаты (смесь кубиков ананаса и папайи),301,2.0,1.0,71.0
Орехи и сухофрукты,Урюк,213,5.0,0.4,50.6
Орехи и сухофрукты,Семена укропа,305,16.0,14.5,55.1
Орехи и сухофрукты,Изюм кишмиш,279,2.3,0.0,71.2
Орехи и сухофрукты,Боярышник сушеный,142,0.0,0.0,38.0
Орехи и сухофрукты,Кунжут чёрный,565,19.4,48.4,12.2
Орехи и сухофрукты,Цукаты из папайи,327,0.0,0.0,81.7
Орехи и сухофрукты,Кунжут,565,19.4,48.7,12.2
Орехи и сухофрукты,Плоды дерева ши (карите),,0.0,0.0,0.0
Орехи и сухофрукты,Шиповник сушёный,110,3.4,0.0,21.5
Орехи и сухофрукты,Каштан свежий,166,3.4,3.0,30.6
Орехи и сухофрукты,Семена фенхеля,345,15.8,14.8,52.3
Орехи и сухофрукты,Орех кола,150,7.9,0.1,5.2
Орехи и сухофрукты,Вишня сушеная,290,1.5,0.0,73.0
Орехи и сухофрукты,Грецкий орех,654,15.2,65.2,7.0
Орехи и сухофрукты,Кедровые орехи,673,11.6,61.0,19.3
Орехи и сухофрукты,Фисташки,556,20.0,50.0,7.0
Орехи и сухофрукты,Вишня вяленая,290,1.5,0.0,73.0
Орехи и сухофрукты,Кешью жареный,572,17.5,42.2,30.5
Орехи и сухофрукты,Коктейль орехи и сухофрукты,483,11.2,27.9,46.6
Орехи и сухофрукты,Желудь,387,24.0,20.7,15.7
Орехи и сухофрукты,Груши сушёные,249,2.3,0.6,62.6
Орехи и сухофрукты,Орех чилим,200,11.9,3.4,55.4
Орехи и сухофрукты,Инжир сушеный,257,3.1,0.8,57.9
Орехи и сухофрукты,Цукаты из дыни,319,0.6,0.6,52.0
Орехи и сухофрукты,Кумкват сушёный,284,3.8,0.0,80.1
Орехи и сухофрукты,Дыня сушеная,341,0.7,0.1,82.2
Орехи и сухофрукты,Бразильский орех,656,14.3,66.4,4.8
Орехи и сухофрукты,Орех пили,719,10.8,79.6,4.0
Орехи и сухофрукты,Курага,215,5.2,0.3,51.0
Орехи и сухофрукты,Цукаты из апельсина,301,2.0,1.0,71.0
Орехи и сухофрукты,Семечки подсолнечника,578,20.7,52.9,3.4
Орехи и сухофрукты,Орех сейшельский Коко-де-мер,354,3.3,33.5,6.2
Орехи и сухофрукты,Манго сушёный,314,1.5,0.8,81.6
Орехи и сухофрукты,Чернослив,231,2.3,0.7,57.5
Орехи и сухофрукты,Цукаты из груш,343,0.0,0.0,91.6
Орехи и сухофрукты,Финики,274,2.5,0.5,69.2
Орехи и сухофрукты,Орех кукуи,620,7.9,75.8,5.2
Орехи и сухофрукты,Клюква сушеная,308,0.1,1.4,76.5
Орехи и сухофрукты,Миндаль сладкий,645,18.6,57.7,16.2
Орехи и сухофрукты,Черника сушеная,309,0.9,0.7,72.3
Орехи и сухофрукты,Арахис,551,26.3,45.2,9.9
Орехи и сухофрукты,Яблоки сушёные,231,2.2,0.1,59.0
Орехи и сухофрукты,Цукаты из яблок,343,0.5,0.0,91.6
Орехи и сухофрукты,Какао-бобы,565,12.8,53.1,9.5
Орехи и сухофрукты,Семена горчицы,474,25.8,30.8,23.4
Орехи и сухофрукты,Изюм,264,2.9,0.6,66.0
Орехи и сухофрукты,Цукаты из ананаса,91,1.7,2.2,17.9
Орехи и сухофрукты,Миндальные лепестки,650,22.0,58.0,12.0
Орехи и сухофрукты,Барбарис сушеный,152,0.0,0.0,38.0
Орехи и сухофрукты,Буковый орех,576,6.2,50.0,33.5
Орехи и сухофрукты,Рапс,544,30.8,43.6,7.2
Орехи и сухофрукты,Орехи,500,15.0,40.0,20.0
Орехи и сухофрукты,Бананы сушёные,390,3.9,1.8,80.5
Орехи и сухофрукты,Семена пажитника,323,23.0,6.4,58.3
Орехи и сухофрукты,Цукаты из арбузных корок,209,2.5,0.0,51.0
Орехи и сухофрукты,Кедровый жмых,432,31.0,19.0,33.0
Орехи и сухофрукты,Орех макадамия,718,7.9,75.8,5.2
Орехи и сухофрукты,Орех пекан,691,9.2,72.0,4.3
Орехи и сухофрукты,Абрикосовая косточка,440,14.0,27.7,56.3
Орехи и сухофрукты,Цукаты из моркови,300,2.9,0.2,70.5
Орехи и сухофрукты,Каштан жареный,182,3.2,2.2,33.8
Орехи и сухофрукты,Каштан консервированный,213,3.4,2.2,50.0
Орехи и сухофрукты,Фундук,704,16.1,66.9,9.9
Орехи и сухофрукты,Кешью,643,25.7,54.1,13.2
Орехи и сухофрукты,Персик сушёный,254,3.0,0.4,57.7
Рыба и морепродукты,Салака копчёная,152,25.4,5.6,
Рыба и морепродукты,Рыба вяленая,139,17.5,4.6,0.0
Рыба и морепродукты,Тунец в собственном соке,96,21.0,1.2,
Рыба и морепродукты,Пангасиус,89,15.0,3.0,
Рыба и морепродукты,Рыба сушеная,275,52.4,5.8,3.3
Рыба и морепродукты,Горбуша горячего копчения,161,23.2,7.6,0.0
Рыба и морепродукты,Камбала отварная,103,18.3,3.3,0.0
Рыба и морепродукты,Щука маринованная,55,10.5,0.0,1.4
Рыба и морепродукты,Марлин,112,20.1,3.6,0.0
Рыба и морепродукты,Пикша,71,17.2,0.2,0.0
Рыба и морепродукты,Конгрио,94,19.1,1.9,0.0
Рыба и морепродукты,Сардина атлантическая с добавлением масла,238,19.0,18.0,
